Gebyr, omsætning og deltager opgørelse pr. år (Daniel);;;;;;;;;;;;;;;;;;;;;;;;;;;
Genereret d. 11. jul. 2025 09.56.29;;;;;;;;;;;;;;;;;;;;;;;;;;;
Periode start;Arrangør;Vores gebyr;Medlemssystem gebyr;Event gebyr;Arrangør omsætning;Deltagere;;;;;;;;;;;;;;;;;;;;;
2017.01.01;Tybjerg Privatskole, tybjerg-privatskole;58;0;58;700;12;;;;;;;;;;;;;;;;;;;;;
2017.01.01;Hindsholm Skyttecenter, hindsholmskyttecenter;653;0;653;29480;134;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Vonge-Kollemorten Gruppe, vonge-kollemortengruppe;218;0;218;21540;213;;;;;;;;;;;;;;;;;;;;;
2016.01.01;KFUM-Spejderne i Ikast, ikastspejder;19;0;19;850;9;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Spørring-Trige Gruppe, spoerring-trigegruppe;555;0;555;26430;285;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Thingvalla - Vangede Gruppe, thingvalla;58;0;58;7020;18;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Vestfjends Pastorat, vestfjends-pastorat;144;0;144;1200;35;;;;;;;;;;;;;;;;;;;;;
2016.01.01;TRAPHOLT, trapholt;8684;0;8684;574883;3834;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Danske Slotsudstillinger ApS, mithjemermitslot;4063;0;4063;101895;914;;;;;;;;;;;;;;;;;;;;;
2016.01.01;TRAPHOLT Waste Time, trapholt-wastetime;66;0;66;1500;15;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Kom og Dans Silkeborg, kod-silkeborg;1292;0;1292;128850;350;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Solbjerg, fdfsolbjerg;50;0;50;4500;17;;;;;;;;;;;;;;;;;;;;;
2016.01.01;KFUM-spejderne i Hallund, hallundgruppe;237;0;237;32450;108;;;;;;;;;;;;;;;;;;;;;
2016.01.01;KFUM-Spejderne i Snejbjerg, snejbjergspejder-gamme;36;0;36;3150;6;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Danmarks Jægerforbund, dj-kursus;17736;0;17736;1008375;2237;;;;;;;;;;;;;;;;;;;;;
2016.01.01;KFUM-spejderne Kaløvig Gruppe, kaloevigkfum;375;0;375;13850;165;;;;;;;;;;;;;;;;;;;;;
2016.01.01;The Ballroom, dss;5416;0;5416;48150;2475;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Kom og Dans Randers, kod-randers;804;0;804;84100;198;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Hasle-Åbyhøj, fdfhasleaabyhoej;229;0;229;26625;85;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Dragør Bibliotekerne, dragoer-boernefilmklub;3413;0;3413;81960;1350;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Silkeborg 1. kreds, fdfsilkeborg1;422;0;422;33640;125;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Låsby Gruppe, laasbygruppe;47;0;47;5250;13;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Allan Andersen, allan;17;0;17;20;6;;;;;;;;;;;;;;;;;;;;;
2016.01.01;KFUM-spejderne Tjørring, tjorringspejder1;266;0;266;3520;72;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Djursklanen, djursklanen;0;0;0;0;115;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Dansk Kano og Kajakforbund, dansk-kano-og-kajakfor;1311;0;1311;105910;226;;;;;;;;;;;;;;;;;;;;;
2016.01.01;UdviklingsForum og FriRUM LAB, udviklingsforum;74;0;74;12725;6;;;;;;;;;;;;;;;;;;;;;
2016.01.01;KFUM Skærbæk Gruppe, kfum-skaerbaek;64;0;64;6000;10;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Harridslev, fdfdkharridslev;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;
2016.01.01;TV 2 LORRY, tv2lorry;1057;0;1057;18450;246;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Lystrup Svømning, lifsvoem;24363;0;24363;2546075;5494;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Vindinge Gruppe, vindingegruppe;0;0;0;0;3;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Lemvig, fdflemvig;40;0;40;1360;18;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Roskilde Gruppe, roskildegruppe;285;0;285;36800;1074;;;;;;;;;;;;;;;;;;;;;
2016.01.01;KFUM-Spejderne i Ikast, ikastspejder-old;304;0;304;6460;97;;;;;;;;;;;;;;;;;;;;;
2016.01.01;KFUM Spejderne i Sdr. Bjert, sdrbjertgruppe;424;0;424;60425;145;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Grenaa Amatørteater, grenaa-amatoerteater;4756;0;4756;160205;1105;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Aktivitetsudvalget på Campus Aarhus N, aktivitetsu;1287;0;1287;34900;675;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Elevforeningen ved Musik- og Teaterhøjskolen, glem;525;0;525;21470;129;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Gjellerup Gruppe, gjellerupgruppe;364;0;364;44725;130;;;;;;;;;;;;;;;;;;;;;
2016.01.01;KFUM-Spejderne Brøndby/Vallensbæk, strandboerne3;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Ellebæk Spejderne, 3holstebroellebaekgruppe;197;0;197;28900;161;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Danske Ølentusiaster, ale;324;0;324;25000;56;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Herlufmagle Gruppe, herlufmagle-gruppe;1153;0;1153;101660;483;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Gentofte, fdfgentofte;0;0;0;0;29;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Hame-gruppen, hame-gruppen;121;0;121;12450;36;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Odontologisk Forening, odontologiskforening;3862;0;3862;159620;1705;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Kom og Dans Thisted, kod-thisted;64;0;64;7300;16;;;;;;;;;;;;;;;;;;;;;
2016.01.01;SLETTES - Hornslet Løb & MTB, sletteshornsletloebm;605;0;605;24400;242;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Spejdercentret Thorup Hede, thoruphede;7127;0;7127;858980;2091;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Skjoldhøj Gruppe, skjoldhojgruppe;379;0;379;40645;186;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Tyrsted-Uth, fdftyrsteduth;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Hendriksholm, fdfhendriksholm;290;0;290;24475;119;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Snejbjerg Gruppe, snejbjergspejder;403;0;403;49450;119;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Danmarks Bridgeforbund, dbf;10501;0;10501;964050;1910;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Lystrup Masters, lystrupmasters;188;0;188;18050;33;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Gråbrødre/Odense Gruppe, graabroedreodensegruppe;0;0;0;0;38;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Jagt jakt, jagt-jakt;92;0;92;3000;20;;;;;;;;;;;;;;;;;;;;;
2016.01.01;KFUM-Spejdernes Brass Band, kfumbb;30;0;30;11250;14;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF K 9 Nørrebro, fdfk9;168;0;168;10300;96;;;;;;;;;;;;;;;;;;;;;
2016.01.01;OJ-LAN, ojlan;171;0;171;3900;52;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Dante Alighieri Odense, dante-odense;840;0;840;35470;311;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Arnborg, fdfarnborg;68;0;68;3910;34;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Anna Hjorth, anna-hjorth;4654;0;4654;202210;1043;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Flemming Gruppe, flemminggruppe;121;0;121;22000;55;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Hjortshøj, fdfhjortshoej;520;0;520;66450;165;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Demo, abo;0;0;0;1;6;;;;;;;;;;;;;;;;;;;;;
2016.01.01;KFUM-Spejderne Øster Uttrup, oesteruttrup;26;0;26;4000;5;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Danmarks Jægerforbund, dj-internt;0;0;0;0;391;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Italien Information Service AS, iis;8260;0;8260;1923260;177;;;;;;;;;;;;;;;;;;;;;
2016.01.01;4leif, 4leif;428;0;428;20710;153;;;;;;;;;;;;;;;;;;;;;
2016.01.01;DHIF Fodbold, dhif-fodbold;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;
2016.01.01;De Danske Danseskoler, ddd;51306;0;51306;1389820;11818;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Vilstrup, fdfvilstrup;73;0;73;9250;22;;;;;;;;;;;;;;;;;;;;;
2016.01.01;MarketingSelector A/S, marketingselector-seminar;0;0;0;0;113;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Aarhus 9 Højbjerg, fdfaarhus9hoejbjerg;36;0;36;3250;13;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Sommerhøjskolen i Gjerrild, sommerhoejskolen-i-gje;94;0;94;3525;17;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Gudenå Distrikt, gudenaa-distrikt;70;0;70;13050;58;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Kom og dans Svendborg, kod-svendborg;495;0;495;59300;124;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Virum-Sorgenfri Gruppe - KFUM Spejderne, virum-sor;490;0;490;77375;203;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Hvidovre Syd Gruppe, hvidovresydgruppe;200;0;200;19110;91;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Tåsinge, fdftaasinge;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Kom og Dans Esbjerg, kod-esbjerg;2012;0;2012;244385;390;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Flexminds Demoside, flexdemo;0;0;0;0;26;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Vigar Stamme, vigarstammegruppe;78;0;78;11100;21;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Aarhus MTB, aarhus-mtb;3767;0;3767;273805;891;;;;;;;;;;;;;;;;;;;;;
2016.01.01;1. Lyngby-Lundtofte Gruppe, 1lyngby-lundtoftegrupp;186;0;186;26975;86;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Det Damgaardske Teaterselskab, det-damgaardske-tea;0;0;0;0;276;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Lysart, lysart;47;0;47;3139;11;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Initiativet Randers, tpg;34;0;34;1400;26;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Brenderup-Harndrup, fdfbrenderupharndrup;78;0;78;565;24;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Tårnby, fdftaarnbycom;96;0;96;8000;16;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Kom og Dans Danmark, kod-den-lukkede;0;0;0;0;33;;;;;;;;;;;;;;;;;;;;;
2016.01.01;AGF Håndbold, agfcup;5961;0;5961;644245;1634;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Roskilde og Omegns Lystfiskerklub ROLK, rolk;219;0;219;12330;115;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Slotsgadekollegiet, slotsgadekollegiet;41;0;41;350;10;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Mads Vad Performance ApS, madsvad;211;0;211;7875;34;;;;;;;;;;;;;;;;;;;;;
2016.01.01;KarriereCoach, karrierecoach;5;0;5;500;98;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Hadsten Gruppe, hadstengruppe;801;0;801;109825;328;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Elbospejderne, Det Danske Spejderkorps, elbospejde;198;0;198;2730;60;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Kom og Dans Danmark, komogdans;460;0;460;39425;6380;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Gråsten, fdfgraasten;4;0;4;1;4;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Sensitive Care, sensitive-care;452;0;452;29885;116;;;;;;;;;;;;;;;;;;;;;
2016.01.01;KFUM-Spejderne i Bredballe, bredballe-gruppe;292;0;292;38620;112;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Fredensvang, fdffredensvang;828;0;828;110660;284;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Nordre Fælleds Venner, nfvenner;0;0;0;0;8;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF og Spejderne, tivoli;0;0;0;360070;1529;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Kolding 2. kreds, fdf-kolding-2-kreds;59;0;59;6760;8;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FFI Gymnastik, ffi-gymnastik;1845;0;1845;85417;375;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Tybjerg Privatskole, tybjerg-privatskole;414;0;414;6100;122;;;;;;;;;;;;;;;;;;;;;
2016.01.01;OplevByen.dk, oplevbyen;25;0;25;990;59;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Kom og Dans Aalborg, kod-aalborg;1816;0;1816;184175;456;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Bække Gruppe, baekkegruppe;94;0;94;21595;43;;;;;;;;;;;;;;;;;;;;;
2016.01.01;VM Dans, vmdans;14512;0;14512;489351;4972;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Ledøje-Smørum, fdfledoejesmoerum;53;0;53;5950;17;;;;;;;;;;;;;;;;;;;;;
2016.01.01;AGF Håndbold, agf-haandbold;884;0;884;115000;106;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Kom og dans Ringkøbing, kod-ringkoebing;320;0;320;38930;84;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Kom og Dans Kolding, kod-kolding;1076;0;1076;101675;291;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Agerbæk, fdfagerbaek;0;0;0;0;44;;;;;;;;;;;;;;;;;;;;;
2016.01.01;KFUM-Spejderne Kastrup, kastrup;66;0;66;5050;56;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Kom og Dans Aabybro, kod-aabybro;64;0;64;6850;16;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Danmarks Jægerforbund, dj-aktiviteter;22034;0;22034;691650;4457;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Virksomhedsteori.dk, virksomhedsteori;246;0;246;43600;21;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Vrå Gruppe, vraa;100;0;100;8110;50;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Børn i klemme, barn-i-klemme;57;0;57;1600;24;;;;;;;;;;;;;;;;;;;;;
2016.01.01;KFUM-Spejderne Harlev-Framlev, harlev-framlev-grup;1391;0;1391;191750;473;;;;;;;;;;;;;;;;;;;;;
2016.01.01;DHIF Fodbold, dhiffodbold;128;0;128;26000;6;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Group Bornholm ApS, strikbornholm;0;0;0;150160;723;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Kattegatspejderne, kattegatspejderne;728;0;728;51650;179;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Aktiv i Forening 4160, aif4160;734;0;734;20671;191;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Rækker Mølle Gruppe, raekkermoellegruppe;129;0;129;19280;59;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Voerladegård Gruppe, voerladegaardgruppe;92;0;92;12300;44;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Kom og Dans Ribe, kod-ribe;862;0;862;105600;201;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Kom og Dans Sæby, kod-saeby;376;0;376;38700;100;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Gavnø Fonden, gavnoe;1480;0;1480;46270;74;;;;;;;;;;;;;;;;;;;;;
2016.01.01;KFUM-Spejderne Ringe, kfum-spejderne-i-ringe;67;0;67;3900;26;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Kom og Dans Odense, kod-odense;604;0;604;76625;151;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Kr. Eskilstrup Gruppe, kreskilstrupgruppe;0;0;0;0;8;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Hindsholm Skyttecenter, hindsholmskyttecenter;673;0;673;30360;138;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Foreningen Faaborg Museums Venner, faaborgmuseum;2290;0;2290;89950;623;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Herning Skolebio, herningskolebio;14800;0;14800;373150;6240;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Lukket 2024-01-10 11:29:26, atelier-nedlukket;867;0;867;120000;427;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Åbyhøj Gruppe, aabyhoejgruppegruppesitedk;337;0;337;35275;147;;;;;;;;;;;;;;;;;;;;;
2016.01.01;GR8Conf Europe, gr8conf;1928;0;1928;347029;135;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Museumsforening for Kerteminde og Omegn, kertemind;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;
2016.01.01;KFUM-Spejderne Tommerup Gruppe, tommerupgruppe;193;0;193;31625;97;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Korpset - direkte medlemmer, korpset-direktemedlem;330;0;330;29250;150;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Lisbjerg Fritidsliv, lisbjerg-fritidsliv;808;0;808;78325;272;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Søften og Foldby Kirker, soeftenfoldbykirker;105;0;105;2300;75;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Kragelund, fdfkragelund;150;0;150;15300;66;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Sinatur Hotel Haraldskær, sinatur-haraldskaer;0;0;0;0;14;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Lunderskov, fdflunderskov;166;0;166;12600;64;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Ejstrupholm Gruppe, ejstrupholmgruppe;171;0;171;8830;193;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Tranum Gruppe, tranumgruppe;59;0;59;8350;27;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Roskilde Airshow, roskildeairshow;410;0;410;67820;1805;;;;;;;;;;;;;;;;;;;;;
2016.01.01;The Danish Church in London, danskekirkelondon;2798;0;2798;427296;405;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Århus Børnefilm, aarhusboernefilm;7752;0;7752;176200;3540;;;;;;;;;;;;;;;;;;;;;
2016.01.01;TrivselsGuide, trivselsguide;512;0;512;40115;94;;;;;;;;;;;;;;;;;;;;;
2016.01.01;TUBA, tuba;3669;0;3669;624252;296;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Sct. Jørgensbjerg, fdfsctjoergensbjerg;97;0;97;9100;34;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Skæring Kirke, skaeringkirke;66;0;66;1500;15;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Vadgaard Skole 3.D, vadgaard;116;0;116;3000;30;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Vestbjerg, fdfvestbjerg;89;0;89;6660;33;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Dronninglund, fdfdronninglund;239;0;239;46000;46;;;;;;;;;;;;;;;;;;;;;
2016.01.01;UdeskoleNet, udeskolenet--gammel-;710;0;710;29700;203;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Bolund Gruppe, bolundgruppe;147;0;147;15450;92;;;;;;;;;;;;;;;;;;;;;
2016.01.01;SKAL SLETTES, afdf-islev-skal-slettesce55d6f7-1457;0;0;0;0;3;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Marselis Distrikt, marselis-distrikt;2374;0;2374;167505;1027;;;;;;;;;;;;;;;;;;;;;
2016.01.01;The Ballroom, theballroom;17347;0;17347;674291;3845;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Brande, fdfbrande;112;0;112;7575;54;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Sulsted-Tylstrup Gruppe, st;641;0;641;40405;120;;;;;;;;;;;;;;;;;;;;;
2016.01.01;LL2016 - Leder og Uddannelse, ll2016-uddannelse;0;0;0;0;1281;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Boldklubben Enghaven, enghaven;292;0;292;24500;49;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Bistrup Gruppe, bistrupgruppe;604;0;604;38570;316;;;;;;;;;;;;;;;;;;;;;
2016.01.01;CELF Data og Kommunikationsuddannelsen, celf-lan;0;0;0;0;19;;;;;;;;;;;;;;;;;;;;;
2016.01.01;CHPevent, chpevent;9116;0;9116;211340;4914;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Kom og Dans Aarhus Ungdom, kod-aarhus-ungdom;32;0;32;2800;8;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Kom og Dans Viborg, kod-viborg;1674;0;1674;101770;505;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Ølstykke Veteranbil & Mc Klub, fjordloebet2016;715;0;715;15820;173;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Gl. Rye, fdfglrye;1140;0;1140;150295;335;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Dante Alighieri Aarhus, dante-alighieri-aarhus;3423;0;3423;352835;654;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF F 4, fdff4;264;0;264;42690;64;;;;;;;;;;;;;;;;;;;;;
2016.01.01;KFUM Skærbæk Gruppe, skaerbaekgruppe;15;0;15;3000;5;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Højene Gruppe, hoejene-spejder;283;0;283;51970;91;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Stundentersamfundet, studentersamfundet;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Baderiget Marselisborg, slettes-badeklubbenmarseli;1465;0;1465;114600;416;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Elsted Kirke, elsted-kirke;25;0;25;450;6;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Kom og Dans Holstebro, kod-holstebro;1292;0;1292;133775;324;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Vester Hassing, fdfvesterhassing;0;0;0;0;13;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Skjern, fdfskjern;310;0;310;35225;99;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Kom og Dans Herning, kod-herning;2576;0;2576;348500;492;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Bjergby-Mygdal Gruppe, bjergby-mygdalgruppe;70;0;70;24100;32;;;;;;;;;;;;;;;;;;;;;
2016.01.01;KFUM Spejderne i Ringe, kfum-spejderne-i-ringe-old;816;0;816;42415;169;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Lyngens Distrikt, lyngens-distrikt;182;0;182;3615;127;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Home Opera, homeopera;1430;0;1430;127458;231;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Anders Kobberup, akobberup;126;0;126;42;38;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Varde, fdfvarde;0;0;0;0;42;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF, fdf;68269;0;68269;10388004;18740;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Sct. Johannes Gruppe - Herning, sctjohannesgruppe-;479;0;479;21875;201;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Haderup-Feldborg, fdfhaderupfeldborg;210;0;210;21406;68;;;;;;;;;;;;;;;;;;;;;
2016.01.01;NOR: Nordic Health House, nor;44;0;44;3200;8;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Svendborg Jagtforening, jagt;1025;0;1025;94340;217;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Odense 2 Dyrup, fdfodense2dyrup;199;0;199;6760;43;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Mollerup Golf Club, mollerup;1027;0;1027;31880;225;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Dante Alighieri Sydøst, dante-sydost;595;0;595;28786;151;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Borggruppen, borggruppen;101;0;101;8251;46;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Aulum, flexbilletdkfdfdkaulum;475;0;475;73835;120;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Kom og Dans Horsens, kod-horsens;1257;0;1257;102065;349;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Egtved Gruppe, egtvedgruppe;645;0;645;39840;244;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Nakskov, fdfnakskov;125;0;125;7600;41;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Tommerup St., fdf-tommerup-st-saebekasserally2;25;0;25;450;6;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Center for ADHD, centerforadhd;317;0;317;27440;52;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Dans i Centrum (DDD i samarb. m. EDS), dansicentru;682;0;682;18680;117;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Golf-event, golf-event;2757;0;2757;482275;218;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Havdrup, fdfhavdrup;31;0;31;2350;81;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Danmarks Gymnastik Forbund, gymdanmark;6929;0;6929;178370;2562;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Skægkær Blæserne, skbl;23;0;23;850;5;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Kom og Dans Vejle, kod-vejle;921;0;921;97440;249;;;;;;;;;;;;;;;;;;;;;
2016.01.01;3. Lyngby Gruppe, 3lyngbygruppe;467;0;467;76751;162;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Lystrup Svømning, oktoberfest;2876;0;2876;190060;529;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Landsforeningen Spor, spor;418;0;418;26189;133;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Whatever Booking og MusiconArt, musiconart;109;0;109;1300;26;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Kom og Dans Aars, kod-aars;455;0;455;42280;141;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Ørslev-Vordingborg, fdforslevvordingborg;2;0;2;300;10;;;;;;;;;;;;;;;;;;;;;
2016.01.01;LL2016 - Badetjenesten, ll2016-bad;0;0;0;0;5755;;;;;;;;;;;;;;;;;;;;;
2016.01.01;FDF Aarhus 2, fdfaarhus2;85;0;85;8700;29;;;;;;;;;;;;;;;;;;;;;
2016.01.01;Det Italienske Kulturinstitut, iiccopenaghen;2297;0;2297;344378;2545;;;;;;;;;;;;;;;;;;;;;
2016.01.01;MTB 7130+, mtb7130;469;0;469;28740;247;;;;;;;;;;;;;;;;;;;;;
